super_category,super_category_fr,category,category_fr,category_icon,activity_en_new,activity_fr,activity_new_icon,index,tags,tags_fr
Outdoor,Plein-air,Nature Parks,Parcs de la nature,tree,Nature Parks,Parcs de la nature,tree,2880,"mountain climbing, parasailing & paragliding, hiking, alpine skiing, cross-country ski, nature & wildlife areas, nature parks","escalade, parachutes & parapentes, randonnées, ski alpin, ski de fond, zoos & faune, parcs de la nature"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Off-Road Tours,Circuits hors route,car-side,152,"off-road tours, dog sledding, sledding","circuits hors route, traîneaux à chiens, luge"
Energy,Énergie,Winter Sports,Sports d'hiver,snowflake,Dog sledding,Traîneaux à chiens,sleigh,152,"off-road tours, dog sledding, sledding","circuits hors route, traîneaux à chiens, luge"
Energy,Énergie,Winter Sports,Sports d'hiver,snowflake,Sledding,Luge,sleigh,152,"off-road tours, dog sledding, sledding","circuits hors route, traîneaux à chiens, luge"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Off-Road Tours,Circuits hors route,car-side,2935,"off-road tours, camping, alpine skiing, dog sledding, sledding, nature & wildlife areas","circuits hors route, camping, ski alpin, traîneaux à chiens, luge, zoos & faune"
Energy,Énergie,Hiking,Randonnées,person-hiking,Camping,Camping,campground,2935,"off-road tours, camping, alpine skiing, dog sledding, sledding, nature & wildlife areas","circuits hors route, camping, ski alpin, traîneaux à chiens, luge, zoos & faune"
Energy,Énergie,Winter Sports,Sports d'hiver,snowflake,Alpine skiing,Ski alpin,snowflake,2935,"off-road tours, camping, alpine skiing, dog sledding, sledding, nature & wildlife areas","circuits hors route, camping, ski alpin, traîneaux à chiens, luge, zoos & faune"
Energy,Énergie,Winter Sports,Sports d'hiver,snowflake,Dog sledding,Traîneaux à chiens,sleigh,2935,"off-road tours, camping, alpine skiing, dog sledding, sledding, nature & wildlife areas","circuits hors route, camping, ski alpin, traîneaux à chiens, luge, zoos & faune"
Energy,Énergie,Winter Sports,Sports d'hiver,snowflake,Sledding,Luge,sleigh,2935,"off-road tours, camping, alpine skiing, dog sledding, sledding, nature & wildlife areas","circuits hors route, camping, ski alpin, traîneaux à chiens, luge, zoos & faune"
Family,Familial,Zoo & Wildlife,Zoos & Faune,hippo,Nature & Wildlife Areas,Zoos & Faune,paw,2935,"off-road tours, camping, alpine skiing, dog sledding, sledding, nature & wildlife areas","circuits hors route, camping, ski alpin, traîneaux à chiens, luge, zoos & faune"
Others,Autres,Others,Autres,,Other activities,Autres,,2935,"off-road tours, camping, alpine skiing, dog sledding, sledding, nature & wildlife areas","circuits hors route, camping, ski alpin, traîneaux à chiens, luge, zoos & faune"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Parasailing & Paragliding,Parachutes & parapentes,parachute-box,2734,"parasailing & paragliding, skydiving, piers & boardwalks, fishing","parachutes & parapentes, parachutisme, jetées & promenades, pêche"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Skydiving,Parachutisme,parachute-box,2734,"parasailing & paragliding, skydiving, piers & boardwalks, fishing","parachutes & parapentes, parachutisme, jetées & promenades, pêche"
Energy,Énergie,Water Sports,Sports nautiques,sailboat,Piers & Boardwalks,Jetées & promenades,sailboat,2734,"parasailing & paragliding, skydiving, piers & boardwalks, fishing","parachutes & parapentes, parachutisme, jetées & promenades, pêche"
Relax,Détente,Fishing,Pêche,fish,Fishing,Pêche,fish,2734,"parasailing & paragliding, skydiving, piers & boardwalks, fishing","parachutes & parapentes, parachutisme, jetées & promenades, pêche"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Parasailing & Paragliding,Parachutes & parapentes,parachute-box,2737,"parasailing & paragliding, boat tours, piers & boardwalks, beaches","parachutes & parapentes, excursions en bateau, jetées & promenades, plages"
Energy,Énergie,Water Sports,Sports nautiques,sailboat,Boat Tours,Excursions en bateau,sailboat,2737,"parasailing & paragliding, boat tours, piers & boardwalks, beaches","parachutes & parapentes, excursions en bateau, jetées & promenades, plages"
Energy,Énergie,Water Sports,Sports nautiques,sailboat,Piers & Boardwalks,Jetées & promenades,sailboat,2737,"parasailing & paragliding, boat tours, piers & boardwalks, beaches","parachutes & parapentes, excursions en bateau, jetées & promenades, plages"
Relax,Détente,Beaches & Pools,Plages & piscines,sailboat,Beaches,Plages,person-swimming,2737,"parasailing & paragliding, boat tours, piers & boardwalks, beaches","parachutes & parapentes, excursions en bateau, jetées & promenades, plages"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Parasailing & Paragliding,Parachutes & parapentes,parachute-box,1852,"parasailing & paragliding, boat tours, paddleboarding","parachutes & parapentes, excursions en bateau, planches à pagaie"
Energy,Énergie,Water Sports,Sports nautiques,sailboat,Boat Tours,Excursions en bateau,sailboat,1852,"parasailing & paragliding, boat tours, paddleboarding","parachutes & parapentes, excursions en bateau, planches à pagaie"
Energy,Énergie,Water Sports,Sports nautiques,sailboat,Paddleboarding,Planches à pagaie,sailboat,1852,"parasailing & paragliding, boat tours, paddleboarding","parachutes & parapentes, excursions en bateau, planches à pagaie"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Parasailing & Paragliding,Parachutes & parapentes,parachute-box,3252,"parasailing & paragliding, boat tours","parachutes & parapentes, excursions en bateau"
Energy,Énergie,Water Sports,Sports nautiques,sailboat,Boat Tours,Excursions en bateau,sailboat,3252,"parasailing & paragliding, boat tours","parachutes & parapentes, excursions en bateau"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Parasailing & Paragliding,Parachutes & parapentes,parachute-box,915,"parasailing & paragliding, boat tours","parachutes & parapentes, excursions en bateau"
Energy,Énergie,Water Sports,Sports nautiques,sailboat,Boat Tours,Excursions en bateau,sailboat,915,"parasailing & paragliding, boat tours","parachutes & parapentes, excursions en bateau"
Others,Autres,Others,Autres,,Other activities,Autres,,915,"parasailing & paragliding, boat tours","parachutes & parapentes, excursions en bateau"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Parasailing & Paragliding,Parachutes & parapentes,parachute-box,1522,"parasailing & paragliding, alpine skiing, cross-country ski, snowshoeing","parachutes & parapentes, ski alpin, ski de fond, raquette"
Energy,Énergie,Winter Sports,Sports d'hiver,snowflake,Alpine skiing,Ski alpin,snowflake,1522,"parasailing & paragliding, alpine skiing, cross-country ski, snowshoeing","parachutes & parapentes, ski alpin, ski de fond, raquette"
Energy,Énergie,Winter Sports,Sports d'hiver,snowflake,Cross-country Ski,Ski de fond,snowflake,1522,"parasailing & paragliding, alpine skiing, cross-country ski, snowshoeing","parachutes & parapentes, ski alpin, ski de fond, raquette"
Energy,Énergie,Winter Sports,Sports d'hiver,snowflake,Snowshoeing,Raquette,snowflake,1522,"parasailing & paragliding, alpine skiing, cross-country ski, snowshoeing","parachutes & parapentes, ski alpin, ski de fond, raquette"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Parasailing & Paragliding,Parachutes & parapentes,parachute-box,3121,"parasailing & paragliding, boat tours, whale watching, fishing","parachutes & parapentes, excursions en bateau, observation des baleines, pêche"
Energy,Énergie,Water Sports,Sports nautiques,sailboat,Boat Tours,Excursions en bateau,sailboat,3121,"parasailing & paragliding, boat tours, whale watching, fishing","parachutes & parapentes, excursions en bateau, observation des baleines, pêche"
Family,Familial,Zoo & Wildlife,Zoos & Faune,hippo,Whale Watching,Observation des baleines,otter,3121,"parasailing & paragliding, boat tours, whale watching, fishing","parachutes & parapentes, excursions en bateau, observation des baleines, pêche"
Others,Autres,Others,Autres,,Other activities,Autres,,3121,"parasailing & paragliding, boat tours, whale watching, fishing","parachutes & parapentes, excursions en bateau, observation des baleines, pêche"
Relax,Détente,Fishing,Pêche,fish,Fishing,Pêche,fish,3121,"parasailing & paragliding, boat tours, whale watching, fishing","parachutes & parapentes, excursions en bateau, observation des baleines, pêche"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Parasailing & Paragliding,Parachutes & parapentes,parachute-box,1853,"parasailing & paragliding, boat tours, paddleboarding","parachutes & parapentes, excursions en bateau, planches à pagaie"
Energy,Énergie,Water Sports,Sports nautiques,sailboat,Boat Tours,Excursions en bateau,sailboat,1853,"parasailing & paragliding, boat tours, paddleboarding","parachutes & parapentes, excursions en bateau, planches à pagaie"
Energy,Énergie,Water Sports,Sports nautiques,sailboat,Paddleboarding,Planches à pagaie,sailboat,1853,"parasailing & paragliding, boat tours, paddleboarding","parachutes & parapentes, excursions en bateau, planches à pagaie"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Parasailing & Paragliding,Parachutes & parapentes,parachute-box,1015,"parasailing & paragliding, surfing & others","parachutes & parapentes, surf & autres"
Energy,Énergie,Water Sports,Sports nautiques,sailboat,Surfing & Others,Surf & Autres,sailboat,1015,"parasailing & paragliding, surfing & others","parachutes & parapentes, surf & autres"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Parasailing & Paragliding,Parachutes & parapentes,parachute-box,2239,"parasailing & paragliding, boat tours, paddleboarding, rafting","parachutes & parapentes, excursions en bateau, planches à pagaie, rafting"
Energy,Énergie,Water Sports,Sports nautiques,sailboat,Boat Tours,Excursions en bateau,sailboat,2239,"parasailing & paragliding, boat tours, paddleboarding, rafting","parachutes & parapentes, excursions en bateau, planches à pagaie, rafting"
Energy,Énergie,Water Sports,Sports nautiques,sailboat,Paddleboarding,Planches à pagaie,sailboat,2239,"parasailing & paragliding, boat tours, paddleboarding, rafting","parachutes & parapentes, excursions en bateau, planches à pagaie, rafting"
Energy,Énergie,Water Sports,Sports nautiques,sailboat,Rafting,Rafting,sailboat,2239,"parasailing & paragliding, boat tours, paddleboarding, rafting","parachutes & parapentes, excursions en bateau, planches à pagaie, rafting"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Parasailing & Paragliding,Parachutes & parapentes,parachute-box,910,"parasailing & paragliding, boat tours","parachutes & parapentes, excursions en bateau"
Energy,Énergie,Water Sports,Sports nautiques,sailboat,Boat Tours,Excursions en bateau,sailboat,910,"parasailing & paragliding, boat tours","parachutes & parapentes, excursions en bateau"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Parasailing & Paragliding,Parachutes & parapentes,parachute-box,912,"parasailing & paragliding, boat tours, whale watching, beaches","parachutes & parapentes, excursions en bateau, observation des baleines, plages"
Energy,Énergie,Water Sports,Sports nautiques,sailboat,Boat Tours,Excursions en bateau,sailboat,912,"parasailing & paragliding, boat tours, whale watching, beaches","parachutes & parapentes, excursions en bateau, observation des baleines, plages"
Family,Familial,Zoo & Wildlife,Zoos & Faune,hippo,Whale Watching,Observation des baleines,otter,912,"parasailing & paragliding, boat tours, whale watching, beaches","parachutes & parapentes, excursions en bateau, observation des baleines, plages"
Relax,Détente,Beaches & Pools,Plages & piscines,sailboat,Beaches,Plages,person-swimming,912,"parasailing & paragliding, boat tours, whale watching, beaches","parachutes & parapentes, excursions en bateau, observation des baleines, plages"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Parasailing & Paragliding,Parachutes & parapentes,parachute-box,31,"parasailing & paragliding, alpine skiing","parachutes & parapentes, ski alpin"
Energy,Énergie,Winter Sports,Sports d'hiver,snowflake,Alpine skiing,Ski alpin,snowflake,31,"parasailing & paragliding, alpine skiing","parachutes & parapentes, ski alpin"
Others,Autres,Others,Autres,,Other activities,Autres,,31,"parasailing & paragliding, alpine skiing","parachutes & parapentes, ski alpin"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Parasailing & Paragliding,Parachutes & parapentes,parachute-box,2741,"parasailing & paragliding, biking, boat tours","parachutes & parapentes, vélo, excursions en bateau"
Energy,Énergie,Biking,Vélo,bicycle,Biking,Vélo,bicycle,2741,"parasailing & paragliding, biking, boat tours","parachutes & parapentes, vélo, excursions en bateau"
Energy,Énergie,Water Sports,Sports nautiques,sailboat,Boat Tours,Excursions en bateau,sailboat,2741,"parasailing & paragliding, biking, boat tours","parachutes & parapentes, vélo, excursions en bateau"
Others,Autres,Others,Autres,,Other activities,Autres,,2741,"parasailing & paragliding, biking, boat tours","parachutes & parapentes, vélo, excursions en bateau"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Scooter Tours,Scooter,motorcycle,2740,"scooter tours, biking","scooter, vélo"
Energy,Énergie,Biking,Vélo,bicycle,Biking,Vélo,bicycle,2740,"scooter tours, biking","scooter, vélo"
Others,Autres,Others,Autres,,Other activities,Autres,,2740,"scooter tours, biking","scooter, vélo"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Skydiving,Parachutisme,parachute-box,2493,"skydiving, alpine skiing, snowshoeing, parks","parachutisme, ski alpin, raquette, parcs"
Energy,Énergie,Winter Sports,Sports d'hiver,snowflake,Alpine skiing,Ski alpin,snowflake,2493,"skydiving, alpine skiing, snowshoeing, parks","parachutisme, ski alpin, raquette, parcs"
Energy,Énergie,Winter Sports,Sports d'hiver,snowflake,Snowshoeing,Raquette,snowflake,2493,"skydiving, alpine skiing, snowshoeing, parks","parachutisme, ski alpin, raquette, parcs"
Outdoor,Plein-air,Nature Parks,Parcs de la nature,tree,Parks,Parcs,tree,2493,"skydiving, alpine skiing, snowshoeing, parks","parachutisme, ski alpin, raquette, parcs"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Skydiving,Parachutisme,parachute-box,2701,"skydiving, water sports, fishing","parachutisme, sports nautiques, pêche"
Energy,Énergie,Water Sports,Sports nautiques,sailboat,Water Sports,Sports nautiques,sailboat,2701,"skydiving, water sports, fishing","parachutisme, sports nautiques, pêche"
Relax,Détente,Fishing,Pêche,fish,Fishing,Pêche,fish,2701,"skydiving, water sports, fishing","parachutisme, sports nautiques, pêche"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Skydiving,Parachutisme,parachute-box,1359,"skydiving, camping, hiking, nature parks","parachutisme, camping, randonnées, parcs de la nature"
Energy,Énergie,Hiking,Randonnées,person-hiking,Camping,Camping,campground,1359,"skydiving, camping, hiking, nature parks","parachutisme, camping, randonnées, parcs de la nature"
Energy,Énergie,Hiking,Randonnées,person-hiking,Hiking,Randonnées,person-hiking,1359,"skydiving, camping, hiking, nature parks","parachutisme, camping, randonnées, parcs de la nature"
Outdoor,Plein-air,Nature Parks,Parcs de la nature,tree,Nature Parks,Parcs de la nature,tree,1359,"skydiving, camping, hiking, nature parks","parachutisme, camping, randonnées, parcs de la nature"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Skydiving,Parachutisme,parachute-box,2997,"skydiving, camping, alpine skiing, sledding","parachutisme, camping, ski alpin, luge"
Energy,Énergie,Hiking,Randonnées,person-hiking,Camping,Camping,campground,2997,"skydiving, camping, alpine skiing, sledding","parachutisme, camping, ski alpin, luge"
Energy,Énergie,Winter Sports,Sports d'hiver,snowflake,Alpine skiing,Ski alpin,snowflake,2997,"skydiving, camping, alpine skiing, sledding","parachutisme, camping, ski alpin, luge"
Energy,Énergie,Winter Sports,Sports d'hiver,snowflake,Sledding,Luge,sleigh,2997,"skydiving, camping, alpine skiing, sledding","parachutisme, camping, ski alpin, luge"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Skydiving,Parachutisme,parachute-box,2113,"skydiving, alpine skiing, cross-country ski, snowshoeing","parachutisme, ski alpin, ski de fond, raquette"
Energy,Énergie,Winter Sports,Sports d'hiver,snowflake,Alpine skiing,Ski alpin,snowflake,2113,"skydiving, alpine skiing, cross-country ski, snowshoeing","parachutisme, ski alpin, ski de fond, raquette"
Energy,Énergie,Winter Sports,Sports d'hiver,snowflake,Cross-country Ski,Ski de fond,snowflake,2113,"skydiving, alpine skiing, cross-country ski, snowshoeing","parachutisme, ski alpin, ski de fond, raquette"
Energy,Énergie,Winter Sports,Sports d'hiver,snowflake,Snowshoeing,Raquette,snowflake,2113,"skydiving, alpine skiing, cross-country ski, snowshoeing","parachutisme, ski alpin, ski de fond, raquette"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Skydiving,Parachutisme,parachute-box,2105,"skydiving, zipline & aerial activities, biking, camping, hiking, alpine skiing, cross-country ski, sledding, nature parks","parachutisme, tyroliennes, vélo, camping, randonnées, ski alpin, ski de fond, luge, parcs de la nature"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Zipline & Aerial activities,Tyroliennes,heart-pulse,2105,"skydiving, zipline & aerial activities, biking, camping, hiking, alpine skiing, cross-country ski, sledding, nature parks","parachutisme, tyroliennes, vélo, camping, randonnées, ski alpin, ski de fond, luge, parcs de la nature"
Energy,Énergie,Biking,Vélo,bicycle,Biking,Vélo,bicycle,2105,"skydiving, zipline & aerial activities, biking, camping, hiking, alpine skiing, cross-country ski, sledding, nature parks","parachutisme, tyroliennes, vélo, camping, randonnées, ski alpin, ski de fond, luge, parcs de la nature"
Energy,Énergie,Hiking,Randonnées,person-hiking,Camping,Camping,campground,2105,"skydiving, zipline & aerial activities, biking, camping, hiking, alpine skiing, cross-country ski, sledding, nature parks","parachutisme, tyroliennes, vélo, camping, randonnées, ski alpin, ski de fond, luge, parcs de la nature"
Energy,Énergie,Hiking,Randonnées,person-hiking,Hiking,Randonnées,person-hiking,2105,"skydiving, zipline & aerial activities, biking, camping, hiking, alpine skiing, cross-country ski, sledding, nature parks","parachutisme, tyroliennes, vélo, camping, randonnées, ski alpin, ski de fond, luge, parcs de la nature"
Energy,Énergie,Winter Sports,Sports d'hiver,snowflake,Alpine skiing,Ski alpin,snowflake,2105,"skydiving, zipline & aerial activities, biking, camping, hiking, alpine skiing, cross-country ski, sledding, nature parks","parachutisme, tyroliennes, vélo, camping, randonnées, ski alpin, ski de fond, luge, parcs de la nature"
Energy,Énergie,Winter Sports,Sports d'hiver,snowflake,Cross-country Ski,Ski de fond,snowflake,2105,"skydiving, zipline & aerial activities, biking, camping, hiking, alpine skiing, cross-country ski, sledding, nature parks","parachutisme, tyroliennes, vélo, camping, randonnées, ski alpin, ski de fond, luge, parcs de la nature"
Energy,Énergie,Winter Sports,Sports d'hiver,snowflake,Sledding,Luge,sleigh,2105,"skydiving, zipline & aerial activities, biking, camping, hiking, alpine skiing, cross-country ski, sledding, nature parks","parachutisme, tyroliennes, vélo, camping, randonnées, ski alpin, ski de fond, luge, parcs de la nature"
Others,Autres,Others,Autres,,Other activities,Autres,,2105,"skydiving, zipline & aerial activities, biking, camping, hiking, alpine skiing, cross-country ski, sledding, nature parks","parachutisme, tyroliennes, vélo, camping, randonnées, ski alpin, ski de fond, luge, parcs de la nature"
Outdoor,Plein-air,Nature Parks,Parcs de la nature,tree,Nature Parks,Parcs de la nature,tree,2105,"skydiving, zipline & aerial activities, biking, camping, hiking, alpine skiing, cross-country ski, sledding, nature parks","parachutisme, tyroliennes, vélo, camping, randonnées, ski alpin, ski de fond, luge, parcs de la nature"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Skydiving,Parachutisme,parachute-box,84,"skydiving, cross-country ski, dog sledding, sledding, snowshoeing","parachutisme, ski de fond, traîneaux à chiens, luge, raquette"
Energy,Énergie,Winter Sports,Sports d'hiver,snowflake,Cross-country Ski,Ski de fond,snowflake,84,"skydiving, cross-country ski, dog sledding, sledding, snowshoeing","parachutisme, ski de fond, traîneaux à chiens, luge, raquette"
Energy,Énergie,Winter Sports,Sports d'hiver,snowflake,Dog sledding,Traîneaux à chiens,sleigh,84,"skydiving, cross-country ski, dog sledding, sledding, snowshoeing","parachutisme, ski de fond, traîneaux à chiens, luge, raquette"
Energy,Énergie,Winter Sports,Sports d'hiver,snowflake,Sledding,Luge,sleigh,84,"skydiving, cross-country ski, dog sledding, sledding, snowshoeing","parachutisme, ski de fond, traîneaux à chiens, luge, raquette"
Energy,Énergie,Winter Sports,Sports d'hiver,snowflake,Snowshoeing,Raquette,snowflake,84,"skydiving, cross-country ski, dog sledding, sledding, snowshoeing","parachutisme, ski de fond, traîneaux à chiens, luge, raquette"
Others,Autres,Others,Autres,,Other activities,Autres,,84,"skydiving, cross-country ski, dog sledding, sledding, snowshoeing","parachutisme, ski de fond, traîneaux à chiens, luge, raquette"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Zipline & Aerial activities,Tyroliennes,heart-pulse,977,"zipline & aerial activities, dog sledding, skating, sledding","tyroliennes, traîneaux à chiens, patinage, luge"
Energy,Énergie,Winter Sports,Sports d'hiver,snowflake,Dog sledding,Traîneaux à chiens,sleigh,977,"zipline & aerial activities, dog sledding, skating, sledding","tyroliennes, traîneaux à chiens, patinage, luge"
Energy,Énergie,Winter Sports,Sports d'hiver,snowflake,Skating,Patinage,snowflake,977,"zipline & aerial activities, dog sledding, skating, sledding","tyroliennes, traîneaux à chiens, patinage, luge"
Energy,Énergie,Winter Sports,Sports d'hiver,snowflake,Sledding,Luge,sleigh,977,"zipline & aerial activities, dog sledding, skating, sledding","tyroliennes, traîneaux à chiens, patinage, luge"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Zipline & Aerial activities,Tyroliennes,heart-pulse,2328,zipline & aerial activities,tyroliennes
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Zipline & Aerial activities,Tyroliennes,heart-pulse,81,zipline & aerial activities,tyroliennes
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Zipline & Aerial activities,Tyroliennes,heart-pulse,2243,"zipline & aerial activities, entertainment centers","tyroliennes, centres de divertissement"
Family,Familial,Games,Jeux,gamepad,Entertainment Centers,Centres de divertissement,gamepad,2243,"zipline & aerial activities, entertainment centers","tyroliennes, centres de divertissement"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Zipline & Aerial activities,Tyroliennes,heart-pulse,115,"zipline & aerial activities, kayaking & canoeing","tyroliennes, kayak & canoë"
Energy,Énergie,Water Sports,Sports nautiques,sailboat,Kayaking & Canoeing,Kayak & canoë,sailboat,115,"zipline & aerial activities, kayaking & canoeing","tyroliennes, kayak & canoë"
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Zipline & Aerial activities,Tyroliennes,heart-pulse,926,zipline & aerial activities,tyroliennes
Energy,Énergie,Adrenaline,Adrénaline,parachute-box,Zipline & Aerial activities,Tyroliennes,heart-pulse,80,"zipline & aerial activities, entertainment centers, theme parks","tyroliennes, centres de divertissement, parcs d'attractions"
Family,Familial,Games,Jeux,gamepad,Entertainment Centers,Centres de divertissement,gamepad,80,"zipline & aerial activities, entertainment centers, theme parks","tyroliennes, centres de divertissement, parcs d'attractions"
Family,Familial,Theme Parks,Parcs d'attractions,puzzle-piece,Theme Parks,Parcs d'attractions,puzzle-piece,80,"zipline & aerial activities, entertainment centers, theme parks","tyroliennes, centres de divertissement, parcs d'attractions"
Energy,Énergie,Biking,Vélo,bicycle,Biking,Vélo,bicycle,136,biking,vélo
Others,Autres,Others,Autres,,Other activities,Autres,,136,biking,vélo
Energy,Énergie,Biking,Vélo,bicycle,Biking,Vélo,bicycle,2476,"biking, hiking, nature & wildlife areas, parks","vélo, randonnées, zoos & faune, parcs"
Energy,Énergie,Hiking,Randonnées,person-hiking,Hiking,Randonnées,person-hiking,2476,"biking, hiking, nature & wildlife areas, parks","vélo, randonnées, zoos & faune, parcs"
Family,Familial,Zoo & Wildlife,Zoos & Faune,hippo,Nature & Wildlife Areas,Zoos & Faune,paw,2476,"biking, hiking, nature & wildlife areas, parks","vélo, randonnées, zoos & faune, parcs"
Outdoor,Plein-air,Nature Parks,Parcs de la nature,tree,Parks,Parcs,tree,2476,"biking, hiking, nature & wildlife areas, parks","vélo, randonnées, zoos & faune, parcs"
Energy,Énergie,Biking,Vélo,bicycle,Biking,Vélo,bicycle,2499,"biking, parks","vélo, parcs"
Outdoor,Plein-air,Nature Parks,Parcs de la nature,tree,Parks,Parcs,tree,2499,"biking, parks","vélo, parcs"
Energy,Énergie,Biking,Vélo,bicycle,Biking,Vélo,bicycle,2492,"biking, hiking, parks","vélo, randonnées, parcs"
Energy,Énergie,Hiking,Randonnées,person-hiking,Hiking,Randonnées,person-hiking,2492,"biking, hiking, parks","vélo, randonnées, parcs"
Outdoor,Plein-air,Nature Parks,Parcs de la nature,tree,Parks,Parcs,tree,2492,"biking, hiking, parks","vélo, randonnées, parcs"
Energy,Énergie,Biking,Vélo,bicycle,Biking,Vélo,bicycle,1395,"biking, boat tours","vélo, excursions en bateau"
Energy,Énergie,Water Sports,Sports nautiques,sailboat,Boat Tours,Excursions en bateau,sailboat,1395,"biking, boat tours","vélo, excursions en bateau"
Energy,Énergie,Biking,Vélo,bicycle,Biking,Vélo,bicycle,2555,"biking, beaches","vélo, plages"
Relax,Détente,Beaches & Pools,Plages & piscines,sailboat,Beaches,Plages,person-swimming,2555,"biking, beaches","vélo, plages"
Energy,Énergie,Biking,Vélo,bicycle,Biking,Vélo,bicycle,2374,"biking, hiking, cross-country ski","vélo, randonnées, ski de fond"
Energy,Énergie,Hiking,Randonnées,person-hiking,Hiking,Randonnées,person-hiking,2374,"biking, hiking, cross-country ski","vélo, randonnées, ski de fond"
Energy,Énergie,Winter Sports,Sports d'hiver,snowflake,Cross-country Ski,Ski de fond,snowflake,2374,"biking, hiking, cross-country ski","vélo, randonnées, ski de fond"
Energy,Énergie,Biking,Vélo,bicycle,Biking,Vélo,bicycle,2587,"biking, beaches","vélo, plages"
Relax,Détente,Beaches & Pools,Plages & piscines,sailboat,Beaches,Plages,person-swimming,2587,"biking, beaches","vélo, plages"
Energy,Énergie,Biking,Vélo,bicycle,Biking,Vélo,bicycle,2794,"biking, hiking, alpine skiing, playgrounds, nature & wildlife areas","vélo, randonnées, ski alpin, terrains de jeux, zoos & faune"
Energy,Énergie,Hiking,Randonnées,person-hiking,Hiking,Randonnées,person-hiking,2794,"biking, hiking, alpine skiing, playgrounds, nature & wildlife areas","vélo, randonnées, ski alpin, terrains de jeux, zoos & faune"
Energy,Énergie,Winter Sports,Sports d'hiver,snowflake,Alpine skiing,Ski alpin,snowflake,2794,"biking, hiking, alpine skiing, playgrounds, nature & wildlife areas","vélo, randonnées, ski alpin, terrains de jeux, zoos & faune"
Family,Familial,Playgrounds,Terrains de jeux,volleyball,Playgrounds,Terrains de jeux,volleyball,2794,"biking, hiking, alpine skiing, playgrounds, nature & wildlife areas","vélo, randonnées, ski alpin, terrains de jeux, zoos & faune"
Family,Familial,Zoo & Wildlife,Zoos & Faune,hippo,Nature & Wildlife Areas,Zoos & Faune,paw,2794,"biking, hiking, alpine skiing, playgrounds, nature & wildlife areas","vélo, randonnées, ski alpin, terrains de jeux, zoos & faune"
Energy,Énergie,Biking,Vélo,bicycle,Biking,Vélo,bicycle,319,"biking, alpine skiing, cross-country ski","vélo, ski alpin, ski de fond"
Energy,Énergie,Winter Sports,Sports d'hiver,snowflake,Alpine skiing,Ski alpin,snowflake,319,"biking, alpine skiing, cross-country ski","vélo, ski alpin, ski de fond"
Energy,Énergie,Winter Sports,Sports d'hiver,snowflake,Cross-country Ski,Ski de fond,snowflake,319,"biking, alpine skiing, cross-country ski","vélo, ski alpin, ski de fond"
Energy,Énergie,Biking,Vélo,bicycle,Biking,Vélo,bicycle,2489,"biking, hiking, nature parks, parks","vélo, randonnées, parcs de la nature, parcs"
Energy,Énergie,Hiking,Randonnées,person-hiking,Hiking,Randonnées,person-hiking,2489,"biking, hiking, nature parks, parks","vélo, randonnées, parcs de la nature, parcs"
Outdoor,Plein-air,Nature Parks,Parcs de la nature,tree,Nature Parks,Parcs de la nature,tree,2489,"biking, hiking, nature parks, parks","vélo, randonnées, parcs de la nature, parcs"
Outdoor,Plein-air,Nature Parks,Parcs de la nature,tree,Parks,Parcs,tree,2489,"biking, hiking, nature parks, parks","vélo, randonnées, parcs de la nature, parcs"
Energy,Énergie,Biking,Vélo,bicycle,Biking,Vélo,bicycle,2831,"biking, alpine skiing, cross-country ski, sledding, snowshoeing","vélo, ski alpin, ski de fond, luge, raquette"
