index,name,latitude,longitude,website,phone,email,num_reviews,rating,website_status_code
1475,Jardin des Glaciers,49.23931,-68.14318,http://lejardindesglaciers.com,+1 418-296-0182,info@jardindesglaciers.com,60,4.0,200
1476,Jardin des Lilas        ,46.34865,-72.43558,,+1 819-294-6500,,1,4.0,404
1477,Jardin floral de La Pocatiere,47.36693,-70.05206,http://www.jardinfloraldelapocatiere.com,+1 418-856-1110,jardinfloraldelapocatiere@gmail.com,2,3.5,200
1478,Jardin2m,45.57534,-73.98210999999999,http://www.jardin2m.com/,+1 450-472-5520,,0,,200
1479,Jardins & Des Lys  ,45.77621,-73.3557,http://jardinsetdeslys.com/,+1 514-606-6554,,1,4.0,200
1480,Jardins Bio Campanipol,46.51762,-72.29618,http://www.campanipol.com/,+1 418-362-2468,,1,5.0,200
1481,Jardins Herbes Orford,45.38876,-72.20005,http://herbesorford.com/jardin/,+1 819-481-1231,,0,,200
1482,Jardins Michel Corbeil,45.5841,-73.95501999999999,http://www.jardinsmichelcorbeil.com/,+1 450-472-4358,,3,5.0,200
1483,Jardins Zone Orange,45.38394,-72.41573000000001,http://www.jardinszoneorange.com/,+1 450-775-6147,,1,5.0,403
1484,Jardins celestes du Temiscouata,47.61006,-68.79085,http://www.jardinscelestes.ca/,+1 877-303-6725,,0,,200
1485,Jardins de Doris,48.83457,-67.5434,http://www.jardinsdedoris.ca,+1 418-562-0497,,115,4.5,200
1486,Jardins et Sentier Les Pieds d'Or,45.87928,-71.94125,http://www.tingwick.ca/sentier-les-pieds-d-or,+1 819-359-2443,,3,4.5,200
1487,Jazz Aviation,45.507893,-73.55490999999999,,+1 877-242-9085,dellstain2000@gmail.com,0,,404
1488,JazzArt Bazar,45.107890000000005,-72.61558000000001,,+1 514-754-2809,jazzartbazar@gmail.com,0,,404
1489,Je Bicycle,45.9695,-74.33685,,,,1,5.0,410
1490,Jean-Talon Market,45.536465,-73.61466999999999,http://www.marchespublics-mtl.com/en/marches/jean-talon/,+1 514-937-7754,contact@marchespublics-mtl.com,1872,4.5,200
1491,Jetee de Pointe-au-Pic,47.624523,-70.14115,,,,3,4.5,404
1492,Jeu d'Evasion - Escaparium - Escape Game Laval,45.57745,-73.74455999999999,http://escaparium.ca/laval/,+1 514-548-3370,info@escaparium.ca,107,4.5,403
1493,Jeu d'Evasion - Escaparium Montreal - Escape Game,45.48227,-73.78548,http://www.escaparium.ca/montreal-escape-game/,+1 514-548-3307,info@escaparium.ca,190,5.0,403
1494,JeuxJubes,45.6377,-73.83968,http://www.jeuxjubes.com/,+1 450-818-0118,,1,5.0,200
1495,Jo Velo,46.11833,-74.58794,,+1 819-425-3133,,7,5.0,404
1496,Joie de Lavande,45.21315,-72.51266,,+1 450-243-5438,info@joiedelavande.com,10,3.5,404
1497,Jude-Pomme,45.5215,-74.0717,,+1 450-479-6080,,1,4.0,404
1498,Juniper Farm,45.67585,-75.9515,http://juniperfarm.ca,+1 819-459-1630,juniperfarmbeets@gmail.com,2,4.5,200
1499,KCR Karting,46.99466,-71.024315,http://www.kcr-karting.com,+1 418-824-5278,info@kcr-karting.com,16,5.0,200
1500,Kanatha-Aki Nature Activity Center,46.20056,-74.35505,http://www.kanatha-aki.com/,+1 819-321-1890,contact@kanatha-aki.com,136,4.5,200
1501,Karate Sunfuki L'assomption,45.82636,-73.42293000000001,http://www.karatesunfuki.com,+1 514-999-8682,,0,,200
1502,Karting Orford,45.29775,-72.09716999999999,,+1 819-868-9996,info@kartingorford.com,13,4.0,404
1503,Karting St-Alphonse,45.344654,-72.7728,http://www.kartingstalphonse.com/fr/,+1 450-360-0055,,8,3.5,200
1504,Karting Trois-Rivieres,46.305138,-72.69086999999999,http://www.kartingtr.com,+1 819-377-5469,info@campingh2o.com,9,4.0,200
1505,Katabatik - Aventure dans Charlevoix,47.430363,-70.49101,http://www.katabatik.ca,+1 800-453-4850,info@katabatik.ca,47,4.5,200
1506,Kayak & Cabana,46.27007,-74.718994,http://www.kayak-cabana.com,+1 819-686-1111,info@kayak-cabana.com,36,4.0,200
1507,Kayak Cote-de-Beaupre,47.051968,-70.88452,http://www.kayakbeaupre.com/,+1 418-456-4053,,5,4.0,200
1508,Kayak bistro,46.28251,-74.73080999999999,,+1 819-686-3838,info@kayakbistro.ca,2,5.0,404
1509,Kenauk Nature Reserve - Clay Shooting,45.71385,-74.89632399999999,,+1 800-567-6845,,6,5.0,404
1510,Kinadapt,46.06952,-73.671555,http://www.kinadapt.com/,+1 450-834-4441,kinadapt@bellnet.ca,32,5.0,200
1511,Kinawit,48.05372,-77.88541,http://www.kinawit.ca/index.html,+1 819-825-6855,info@kinawit.ca,2,5.0,200
1512,King's Path,46.674713,-71.79711999999999,http://www.lecheminduroy.com,,,70,4.5,200
1513,Kinipi spa,46.380943,-72.62335999999999,http://www.kinipi.ca,+1 819-693-9999,commentaires@kinipi.ca,209,4.5,200
1514,Kinzo Drummondville,45.8897,-72.51762,http://kinzo.lotoquebec.com/fr/accueil,+1 819-445-1234,,0,,200
1515,Kinzo Longueuil,45.51573,-73.50681999999999,http://kinzo.lotoquebec.com/fr/accueil,+1 450-646-5632,,0,,200
1516,Kinzo Repentigny,45.74195,-73.45296,http://kinzo.lotoquebec.com/fr/accueil,+1 450-582-5084,,0,,200
1517,Kinzo Saint-Eustache,45.57025,-73.91215,http://kinzo.lotoquebec.com/fr/accueil,+1 450-473-0907,,0,,200
1518,Kinzo Saint-Hyacinthe,45.63352,-72.97192,http://kinzo.lotoquebec.com/fr/accueil,+1 450-250-7665,,0,,200
1519,Kinzo Saint-Jean-sur-Richelieu,45.3133,-73.26078000000001,http://kinzo.lotoquebec.com/fr/accueil,+1 450-359-0497,,0,,200
1520,Kinzo Saint-Jerome,45.76276,-73.99315,http://kinzo.lotoquebec.com/fr/accueil,+1 450-504-9884,,1,1.0,200
1521,Kinzo Victoriaville,46.06,-71.923,http://kinzo.lotoquebec.com/fr/accueil,+1 819-260-1797,,0,,200
1522,Kite Montreal,45.424690000000005,-74.02466,http://www.kitemontreal.ca,+1 514-237-3974,info@kitemontreal.ca,0,,200
1523,Kur & Kul Arts,45.38043,-72.65749,,,,7,5.0,404
1524,L'ARTelier du Village,45.42863,-73.82677,http://lartelierduvillage.blogspot.ca/,+1 514-505-1375,,2,3.5,200
1525,L'Accalmie spa Nordique,46.18256,-73.49429,,+1 450-889-1515,info@spalaccalmie.com,10,4.0,404
1526,L'Amphitheatre de Pierre,46.58483,-72.99053,,,,8,4.5,404
1527,L'Ange Vagabond,45.96945,-74.33325,https://www.facebook.com/langevagabond,+1 819-714-0213,michele.angevagabond@gmail.com,0,,200
1528,L'Angelaine,46.331520000000005,-72.51236999999999,http://langelaine.com/,+1 819-222-8181,,0,,200
1529,L'Animalium,46.13722,-74.61392,,+1 819-717-3913,,4,5.0,404
1530,L'Apothicaire,45.31775,-72.65481,http://www.lapothicaire.ca/#!produits/c11xx,+1 450-534-2772,,6,4.0,200
1531,L'Arche de Noe (Noah's Ark),46.04087,-73.69654,,+1 450-834-7874,info@archedenoe.ca,0,,404
1532,L'Autr' Place et le Charlye Pub,48.57224,-78.11469,https://www.facebook.com/LAutr-Place-et-le-Charlye-Pub-140848222604567/,+1 819-732-9556,,0,,200
1533,L'Ecart Lieu D'Art Actuel,48.24467,-79.0486,http://lecart.org/fr/,+1 819-797-8738,,0,,200
1534,L'Ecole du 3e rang,45.48291,-72.54148,http://www.ecoledu3iemerang.com/,+1 450-539-5467,info@ecoledu3iemerang.com,0,,200
1535,L'Eglise de Saint-Francois,47.00851,-70.8727,http://www.msfio.ca/culture.sports-et-loisirs/historique,,,6,4.0,200
1536,L'Electrium,45.60611,-73.37764,http://www.hydroquebec.com/visitez/monteregie/electrium.html,+1 800-267-4558,,14,4.5,200
1537,L'Emprise Aventure Immersives,45.625040000000006,-72.94459,http://lemprise.com,+1 450-501-4914,,3,3.5,403
1538,L'Enfilade-de-Maisons-en-Brique-Rouge-de-Yamachiche,46.28175,-72.83055999999999,,,,1,5.0,404
1539,L'Epicier Rock Cafe,46.120247,-70.67268,http://www.pubrockcafe.com,+1 418-225-9669,jdparent@cgocable.ca,14,4.5,200
1540,L'Equipe Taekwondo Plus,45.5082,-73.56047,http://lequipetaekwondoplus.com,+1 514-824-0136,lequipetaekwondoplus@gmail.com,0,,200
1541,L'Erable a Son Meilleur,45.7792,-70.80776999999999,http://www.erableasonmeilleur.com/,+1 819-582-4130,info@erableasonmeilleur.com,0,,403
1542,L'Espace Creatif,45.82627,-73.42497,,+1 450-589-5005,,5,5.0,404
1543,L'Espace Zen Mont Sainte-Anne,47.059715,-70.90459,https://www.facebook.com/lespacezen/,+1 418-702-1777,info@lespacezenmontsainteanne.ca,2,5.0,200
1544,L'Eternel spa,48.65906,-70.89368,http://www.leternelspa.com,+1 418-673-3330,Info@leternelspa.com,41,3.5,200
1545,L'Hermine,45.04692,-73.81781,http://hermine.ca/,+1 450-826-3358,,0,,200
1546,L'Hotel 54,45.243248,-73.24959,http://lhotel54.com/,+1 514-798-9529,info@lhotel54.com,42,4.0,200
1547,L'Ile Raymond,45.178123,-74.24622,,,,0,,404
1548,L'Interval Cooperative de Solidarite de Plein Air,46.22549,-74.20681,,+1 819-326-4069,info@intervalcoop.com,7,4.5,404
1549,L'Issue,45.88563,-72.48993,http://www.lissue.ca,+1 819-472-1890,info@lissue.ca,3,3.0,200
1550,L'Oasis de l'Ile,45.5781,-73.85223,http://www.oasisdelile.com,+1 450-472-0263,info@oasisdelile.com,33,3.0,406
1551,L'Opale,45.84429,-73.75744,,+1 450-439-3434,,1,4.0,404
1552,L'anse-aux-baleiniers,47.38333,-61.91666800000001,http://fr-fr.facebook.com/pages/category/beach/lanse-aux-baleiniers-101210188339097/,,,1,4.0,200
1553,L'atelier du verre,45.22911,-73.25627,http://www.annicknabot.ca,+1 450-291-4203,annicknabot@hotmail.com,1,5.0,200
1554,L'ile en verre,46.89993,-70.94025,,+1 418-809-9395,,0,,404
1555,LA SHED QUI TOURNE,45.650276,-74.93666,http://www.lashedquitourne.com/,+1 514-944-4968,lashedquitourne@gmail.com,2,5.0,200
1556,LAB Estrimont,45.30599,-72.16412,http://liveartbusiness.com/,+1 819-345-1905,,1,5.0,200
1557,LES SAVONS de l'atelier,48.14418,-69.67647,https://www.facebook.com/LES-SAVONS-de-latelier-2048969148759751/,+1 418-297-8116,,2,5.0,200
1558,La Balancoire Creative,45.893196,-74.159386,https://www.facebook.com/profile.php?id=100086280443304,+1 819-325-3455,labalancoirecreative@gmail.com,0,,200
1559,La Bande Au Coin,45.50181,-73.51077,http://labandeaucoin.com,+1 450-672-8081,LABANDEAUCOIN@HOTMAIL.COM,2,4.5,200
1560,La Belle Alliance,45.30948,-72.55436,http://www.labellealliance.ca/,+1 450-539-0880,info@labellealliance.ca,1,5.0,200
1561,La Belle Golf Couse,46.15137,-74.59043,,+1 819-425-2772,,15,4.5,404
1562,La Bete Golf Course,46.1462,-74.60819000000001,,+1 819-425-2772,,13,4.5,404
1563,La Bouticaire,45.50241,-73.5133,http://www.labouticaire.com,+1 450-890-4414,info@labouticaire.com,1,5.0,200
1564,La Boutique Du Capitaine,46.916990000000006,-70.89763,http://www.ducapitaine.com,+1 418-956-2614,,4,4.5,200
1565,La Boutique Ema Rose,45.31873,-72.65361999999999,http://emarose.com,+1 450-919-1367,,11,5.0,200
1566,La Boutique Nova,45.45846,-74.14064,http://www.novahudson.com/La%20Boutique%20Nova%20Page.htm,+1 450-202-6682,,7,5.0,200
1567,La Brouette a Legumes,45.97946,-73.19697,https://www.facebook.com/La-brouette-%C3%A0-l%C3%A9gumes-et-Citrouilles-et-sorcellerie-182557501792896/,+1 450-916-6558,,0,,200
1568,La Bullerie,45.55025,-74.0289,http://labullerie.com/,+1 450-472-2722,rsvp@labullerie.com,10,4.0,200
1569,La Cache Aux Tresart,46.80744,-71.18254,https://www.facebook.com/lacacheauxtresarts/,+1 418-903-4233,,1,5.0,200
1570,La Centrale Jean-Lesage (Manic-2),49.236824,-68.198654,http://www.hydroquebec.com/visitez/cote_nord/jean-lesage.html,+1 866-526-2642,,15,4.0,200
1571,La Chocolaterie des Peres Trappistes de Mistassini,48.943054,-72.22310999999999,http://www.chocolateriedesperes.com/,+1 418-276-1122,communication@chocolateriedesperes.com,10,4.5,200
1572,La Chocolaterie du Village,47.44266,-70.50713,,+1 418-435-6930,,19,4.0,404
1573,La Chope a Savons,45.124756,-71.79753000000001,,+1 819-580-9117,lachopeasavons@gmail.com,0,,404
1574,La Chute A Philomene,48.464653000000006,-67.342735,https://www.tourisme-gaspesie.com/visiter/la-chute-a-philomene/7783532.html,+1 418-778-3532,codal@saintalexandredeslacs.com,9,4.5,200
1575,La Citadelle de Quebec,46.80949,-71.21095,http://www.lacitadelle.qc.ca/,+1 418-694-2815,information@lacitadelle.qc.ca,3860,4.5,200
1576,La Cite Ecologique,45.8602,-71.63279,http://citeecologique.org/fr_CA/,+1 819-795-8396,info@citeecologique.org,0,,200
1577,La Cite de l'Or,48.09435,-77.76824,,+1 819-825-1274,,60,4.5,404
1578,La Cite de l'energie,46.53653,-72.757225,http://www.citedelenergie.com,+1 866-900-2483,infocite@citedelenergie.com,244,4.5,200
1579,La Cle des Bois,46.11111,-71.59193,http://www.skicledesbois.com,,,4,5.0,200
1580,La Clef De L'Enigme,45.502926,-73.38407,http://www.laclefdelenigme.ca,+1 450-461-9090,,14,4.5,200
1581,La Clef des Champs,45.64132,-74.52705,,+1 819-242-4536,infoequi@clefdeschamps.ca,2,5.0,404
1582,La Collection Romeo Boivin,48.34071,-70.88204,,,,5,5.0,404
1583,La Colline Aux Bleuets,45.17017,-72.72216,,+1 450-295-2417,,1,4.0,404
1584,La Compagnie Olive-Moi,45.42847,-74.11134,http://www.olivemeco.com,+1 450-510-2200,,1,5.0,403
1585,La Courgerie,46.13969,-73.35259,http://www.lacourgerie.com,+1 450-752-2950,info@lacourgerie.com,3,4.5,200
1586,La Debarque,45.75302,-73.44416,,+1 450-932-6811,info@ladebarque.com,1,5.0,404
1587,La Diable - micro brasserie,46.211582,-74.585785,http://www.microladiable.com,+1 819-681-4546,,73,4.0,200
1588,"La Fab - Centre des arts, de la culture et du patrimoine de Chelsea",45.50322,-75.80758,,+1 819-827-3326,,0,,404
1589,La Fabrique De Geppetto,47.353825,-79.35268,https://www.facebook.com/FGeppetto/,+1 819-625-2679,info@fabriquegeppetto.com,0,,200
1590,La Fabuleuse Histoire 'un Royaume,48.328518,-70.88734000000001,http://diffusion.saguenay.ca/la-fabuleuse/version-estivale/,+1 418-698-4080,,201,4.5,403
1591,La Fee Couleur,48.122948,-66.44272600000001,,+1 581-352-9999,lafeecouleur@gmail.com,1,5.0,404
1592,La Ferme Apicole Miel Vallee Fleurie,48.465714,-67.28795,http://www.mielvalleefleurie.com/,+1 418-778-3183,,0,,200
1593,La Ferme Basque de Charlevoix,47.555690000000006,-70.5376,http://www.lafermebasque.ca,+1 418-639-2246,,33,4.5,200
1594,La Ferme Cabriole,45.65683,-75.06635,http://www.lafermecabriole.com/forfait_touristique.php,+1 819-664-2188,fcabriole@hotmail.ca,0,,200
1595,La Ferme Ecologique Coop.d'ulverton,45.732136,-72.24459,https://la-ferme-ecologique-coopdulverton.business.site/,+1 819-826-3855,,1,5.0,200
1596,La Ferme Guyon,45.4124,-73.31217,http://www.fermeguyon.com,+1 450-658-1010,info@fermeguyon.com,57,4.5,200
1597,La Ferme Lareault,45.99961,-73.35976,http://fermelareault.com/,+1 450-756-8914,,0,,200
1598,La Ferme Maricole Purmer,50.20556,-66.38015,http://ferme-purmer.com/,+1 418-960-4915,info@ferme-purmer.com,5,4.5,200
1599,La Ferme Metayer,45.80628,-73.81349,http://www.fermemetayer.com/,+1 450-478-1621,,1,4.0,200
1600,La Ferme Renaissance,45.62993,-71.48100000000001,http://www.lafermerenaissance.com,+1 819-877-2813,,2,4.5,200
1601,La Ferme aux Mille Cailloux,45.039204,-73.87464,http://fermeauxmillecailloux.com/,+1 450-827-2456,lcfaille@hotmail.com,7,4.5,200
1602,La Feuille Verte,45.924240000000005,-72.41565,https://lafeuilleverte.ca/,+1 833-242-6873,INFO@LAFEUILLEVERTE.CA,0,,200
1603,La Folia,45.893867,-74.15825,http://www.lafolia.ca,+1 450-227-8252,,4,5.0,200
1604,La Fontaine Park,45.52665,-73.56860999999999,http://montreal.ca/lieux/parc-la-fontaine,+1 514-280-2525,lmorand@ville.montreal.qc.ca,459,4.5,200
1605,La Fontaine des Arts,48.2421,-79.01997,http://www.quebecoriginal.com/fr-ca/fiche/quoi-faire/visites-et-patrimoine/centres-et-galeries-dart/la-fontaine-des-arts-9362822,+1 819-764-5555,,0,,200
1606,La Forge Riverin,47.65676,-70.15401999999999,http://www.shistoirecharlevoix.com/,+1 418-665-8159,,0,,200
1607,La Forge a Berube,48.12324,-69.17435,http://compagnonspatrimoine.com/,+1 418-857-3248,compagnonspatrimoinevivant@gmail.com,0,,403
1608,La Fresque des Quebecois,46.81337,-71.203224,http://www.capitale.gouv.qc.ca/realisations/fresques/fresque-des-quebecois,,,212,4.5,200
1609,La Fromagerie du Presbytere,45.9228,-72.07829,http://www.fromageriedupresbytere.com/,+1 819-358-6555,,41,5.0,200
1610,La Fruiterie Champetre,45.08507,-72.93460999999999,http://www.lafruiteriechampetre.ca/#accueil.A,+1 450-248-0450,sandrakuettel80@hotmail.com,0,,200
1611,La Galerie de Miss Rey,45.44792,-73.2875,http://www.lagaleriedemissrey.com,+1 514-730-7668,clea0203@gmail.com,3,4.5,200
1612,La Galerie des Nanas,45.78524,-72.01773,http://galeriedesnanas.ca,+1 819-642-0272,,2,5.0,200
1613,La Gare Fluviale de Montmagny,46.98788,-70.55442,,+1 418-248-9196,,11,4.0,404
1614,La Grande Ferme,47.05186,-70.81804,https://lagrandeferme.org/expositions/,+1 418-827-4608,mediation@lagrandeferme.org,2,4.0,200
1615,La Grande Roue de Montreal,45.50849,-73.54881,http://www.lagranderouedemontreal.com/en,+1 514-325-7888,,492,4.5,200
1616,La Grange Pardue,45.88646,-71.654854,http://lagrangepardue.com,+1 819-344-2200,info@lagrangepardue.com,6,4.5,200
1617,La Grange du Parfumeur,45.245117,-72.21994000000001,http://www.lagrangeduparfumeur.com,+1 819-847-2514,info@lagrangeduparfumeur.com,17,5.0,200
1618,La Grotte,48.52928,-64.22795,,,,9,3.5,404
1619,La Halte Routiere,47.34216,-70.08626600000001,,,,5,3.5,404
1620,La Halte Routiere Lac Saint-Felix d'Otis,48.27714,-70.62501,http://www.st-felix-dotis.qc.ca/attraits-touristiques/,+1 418-544-5543,,1,4.0,403
1621,La Halte des Pelerins,45.444035,-71.89038000000001,http://www.haltedespelerins.com,+1 819-563-5115,infos@haltedespelerins.com,225,5.0,200
1622,La Maison Amerindienne,45.54905,-73.18875,http://www.maisonamerindienne.com,+1 450-464-2500,,20,4.0,200
1623,La Maison Belisle,45.69305,-73.63619,http://lamaisonbelisle.com/fr/,+1 450-471-0049,,7,4.0,200
1624,La Maison Du Bleuet,48.429028,-72.042946,https://lamaisondubleuet.com/pages/trouver-un-point-de-vente#r17,,,1,4.0,200
1625,La Maison Du Cinema,45.40226,-71.88963000000001,http://lamaisonducinema.com/,+1 819-566-8782,,14,4.0,200
1626,La Maison Felix-Leclerc,45.42398,-74.05960999999999,http://www.maisonfelixleclerc.org,+1 450-455-3371,info@felixleclerc.org,10,4.0,200
1627,La Maison Lavande,45.56822,-73.99869,http://maisonlavande.ca/,+1 450-473-3009,info@maisonlavande.ca,145,4.5,200
1628,La Maison Nationale des Patriotes,45.78517,-73.15987,http://www.mndp.qc.ca/,+1 450-787-3623,,9,5.0,200
1629,La Maison Turgeon,48.86493,-79.04056,http://www.abitibi-temiscamingue-tourism.org/activity-attraction/la-maison-turgeon/649/,,,0,,200
1630,La Maison des Dunes,48.155792,-69.66593,,+1 418-235-4238,,73,4.5,404
1631,La Maison du Bleuet,48.649,-72.44057,http://www.lamaisondubleuet.com,+1 418-630-4333,info@lamaisondubleuet.com,13,4.5,200
1632,La Maison du Bootlegger,47.659325,-70.29641,http://www.maisondubootlegger.com,+1 418-439-3711,clubdesmonts@mac.com,173,4.5,200
1633,La Maison du Brasseur,46.11902,-74.59196,https://www.lamaisondubrasseur.com/,+1 819-717-1929,,2,5.0,200
1634,La Maisonnette De L'ile,46.899933,-70.94025,https://www.facebook.com/lamaisonnettedelile/,+1 418-572-2025,maisonnettedelile@hotmail.com,6,4.5,200
1635,La Marmite Du Terroir,45.48973,-74.04666999999999,http://www.lamarmiteduterroir.com/,+1 450-415-1115,info@lamarmiteduterroir.com,0,,200
1636,La Miellerie King,45.86017,-72.0638,http://www.miellerieking.com,+1 819-960-8065,info@miellerieking.com,9,5.0,200
1637,La Mobilette,46.34146,-72.54043,,+1 819-691-6225,,3,5.0,404
1638,La P'tite Grenouille Boite a chansons,47.83025,-69.53438,http://www.le403.com/,+1 418-862-1101,,0,,200
1639,La P'tite Grenouille Bromont,45.33445,-72.6476,http://www.facebook.com/ptitegrebromont,+1 450-577-6222,lpg.bromont@gmail.com,4,5.0,200
1640,La P'tite Grenouille Saint-Jerome,45.77721,-74.00324,http://www.laptitegrenouillestjerome.com,+1 514-916-7542,grenouillestjerome@gmail.com,0,,200
1641,La P'tite Viree,46.28596,-71.5735,http://laptiteviree.com/,+1 418-332-8831,info@laptiteviree.com,0,,200
1642,La Paysannerie,45.64173,-75.92964,http://www.lapaysannerie.ca,+1 819-647-2536,,1,5.0,403
1643,La Pecheresse Microbrasserie,47.43122,-72.78242,https://www.facebook.com/Microbrasserie-La-P%C3%A9cheresse-Bi%C3%A8res-Artisanales-1518064318463367/,+1 514-903-5844,microlapecheresse@gmail.com,2,4.5,200
1644,La Petite Coulee de Saint-Esprit,45.93137,-73.68141999999999,http://www.coulee.ca/,+1 450-839-2718,info@coulee.ca,0,,200
1645,La Petite Paysanne,45.86525,-73.88153,http://www.lapetitepaysanne.ca/,+1 450-431-2522,,0,,200
1646,La Petite Place Des Arts,46.572754,-72.92253000000001,http://www.facebook.com/lapetiteplacedesarts/,+1 819-532-2000,,1,4.0,200
1647,La Petite ecole du rang,47.07153,-71.42615,,+1 418-948-1611,lapetiteecoledurang@ccapcable.com,2,5.0,404
1648,La Plantation,45.45738,-74.14013,http://www.laplantation.ca,+1 514-893-4200,kampotpeppercanada@gmail.com,0,,200
1649,La Poterie de Dudswell,45.68066,-71.65865,https://www.quebecoriginal.com/en-ca/listing/things-to-do/heritage-sites-and-attractions/art-galleries/la-poterie-de-dudswell-81472882,+1 819-828-0049,,0,,200
1650,La Promenade Samuel-De Champlain,46.755665,-71.27224,http://www.capitale.gouv.qc.ca/parcs-et-places-publiques/parcs/promenade-samuel-de-champlain,+1 418-528-0773,commission@capitale.gouv.qc.ca,495,4.5,200
1651,La Promenade des Gouverneurs,46.81036,-71.2045,http://www.ville.quebec.qc.ca/citoyens/patrimoine/quartiers/vieux_quebec/interet/promenade_gouverneurs.aspx,,,839,4.5,200
1652,La Pulperie de Chicoutimi Musee Regional,48.422047,-71.08156,http://www.pulperie.com,+1 418-698-3100,info@pulperie.com,147,4.0,200
1653,La Pyramide des Ha! Ha!,47.67944,-70.17609,http://www.museedufjord.com,+1 418-697-5077,,51,4.0,200
1654,La Rabouillere,45.53891,-72.71463,,+1 450-793-4998,info@rabouillere.com,2,5.0,404
1655,La Reine et le Millionnaire,47.45964,-70.591736,http://www.traineauchien.com,+1 581-807-0140,contact@traineauchien.com,21,5.0,200
1656,La Romance du Vin,45.48904,-74.29575,,+1 514-996-7945,alainbellemare@videotron.ca,0,,404
1657,La Ronde Enchantee,45.41,-73.47428000000001,http://www.larondeenchantee.com,+1 450-444-7558,,0,,200
1658,La Rose des Vents,46.55552,-75.54219,http://www.fermerosedesvents.com,+1 819-623-5672,info@fermerosedesvents.com,2,4.0,200
1659,La Route des Clochers,46.38955,-72.19538,,,,2,4.0,404
1660,La Route des Sommets,45.539543,-73.569725,https://www.facebook.com/RoutedesSommets,+1 800-363-5515,coordinationrds@sdegranit.ca,0,,200
1661,La Route des Vins,45.25915,-72.592186,http://www.laroutedesvins.ca,+ 001 888 811-4928,informations@laroutedesvins.ca,49,4.5,200
1662,La Salle du Ranch,46.292824,-73.7343,http://ranchoboisrond.com,+1 450-883-5441,info@ranchoboisrond.com,0,,200
1663,La Savonnerie Du Village,48.12201,-66.44842,http://www.lasavonnerieduvillage.com,+1 418-788-0199,info@lasavonnerieduvillage.com,1,4.0,200
1664,La Seigneurie de l'ile d'Orleans,46.99468,-70.82146999999999,http://www.seigneurieiledorleans.com,+1 418-829-0476,info@siolavande.com,62,4.0,403
1665,La Societe - Jeux d'evasion,48.451862,-68.52071,http://www.lasociete.site,+1 418-725-1562,info@lasociete.site,219,5.0,200
1666,La Societe Secrete,49.24788,-65.34754000000001,http://societesecrete.ca/,,info@societesecrete.ca,4,4.5,200
1667,La Source Bains Nordiques,46.058890000000005,-73.73252,http://www.lasourcespa.com,+1 450-834-7727,info@lasourcespa.com,179,4.5,200
1668,La Station,45.30117,-72.31277,,+1 514-239-2812,,10,4.5,404
1669,La Sucrerie Haut Bois Normand,45.33796,-72.27481,http://hautboisnormand.ca/,+1 866-297-2659,,0,,200
1670,La Taniere William J. Walter,48.101166,-77.78478,http://www.williamjwalter.com/fr/trouver-une-succursale/view/51/,+1 819-824-2002,lataniere08@outlook.com,13,5.0,200
1671,La Taverne,46.65783,-72.13696,,+1 418-339-2422,,4,4.5,404
1672,La Terre des Bisons,46.11243,-73.72152,http://www.terredesbisons.com,+1 450-834-6718,,5,4.0,200
1673,La Tomaterie,46.50893,-72.19646,http://www.latomaterie.com/,+1 819-263-0103,,0,,200
1674,La Vallee de la Framboise,48.52522,-67.56302,http://www.valleedelaframboise.com/,+1 418-742-3787,,4,4.5,200
1675,La Vieille Chapelle De Ste-Marcelline,46.117233,-73.598404,http://www.facebook.com/lavieillechapelle/,+1 450-883-2241,culture@ste-marcelline.com,0,,200
1676,La Vieille Ecole de Natashquan,50.1862,-61.82386,http://www.copactenatashquan.net/main.php?sid=m&mid=11&lng=2,+1 866-726-3054,,14,4.0,200
1677,La Vieille Ferme,48.42835,-70.83192,http://www.agneaudufjord.com/,+1 418-674-1237,lavieilleferme@gmail.com,8,4.0,200
1678,La Vieille Gare de Riviere-Bleue,47.4386,-69.04361999999999,http://www.garederivierebleue.com/,+1 418-893-2219,,0,,200
1679,La Vieille Prison de Trois-Rivieres,46.34494,-72.53983000000001,http://www.museepop.ca,+1 819-372-0406,info@museepop.ca,460,4.5,200
1680,La centrale de la Premiere-Chute,47.604645,-79.448204,http://www.hydroquebec.com/visitez/abitibi/chute.html,+1 800-903-9705,,0,,200
1681,La plage municipale du lac Gilman,49.91105,-74.357,http://www.quebecoriginal.com/fr-ca/fiche/quoi-faire/sports-et-nature/plages/la-plage-municipale-du-lac-gilman-29880507,+1 418-748-2688,,1,5.0,200
1682,Labelle Vue,46.23148,-74.70342,,+1 819-686-3638,,2,2.5,404
1683,Labonte de la pomme,45.493587,-74.08409,http://www.labontedelapomme.ca,+1 450-479-1111,info@labontedelapomme.ca,41,4.0,200
1684,Labrosse Brewery,45.47667,-73.81839000000001,http://www.labrosse.com/,+1 514-695-7770,info@labrosse.com,7,4.0,200
1685,Labyrinthe Arctic Gardens,46.66909,-71.69606,http://www.lelabyrinthe.ca/,+1 514-248-9975,,1,2.0,200
1686,Labyrinthe Des Insectes,48.616535,-77.99098000000001,http://labyrinthedesinsectes.com,+1 819-732-2457,,0,,200
1687,Lac Clair,48.62344,-71.08876,,,,3,5.0,404
1688,Lac Kipawa,46.78465,-78.98085999999999,http://www.kipawa.ca/,+1 819-627-3500,,0,,200
